id_registro,flor,id_cinetica,compuesto,T_C,relacion,disolvente,tiempo_min,A_band1,A_band2,A_band3,conc_band1,conc_band2,conc_band3,conc_promedio,metrica_conc
535,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,180,0.363,0.334,0.29,24.05857741,30.12552301,39.33054393,31.17154812,% INH
536,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,210,0.37,0.299,0.293,22.59414226,37.44769874,38.70292887,32.91492329,% INH
537,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,240,0.385,0.334,0.343,19.45606695,30.12552301,28.24267782,25.94142259,% INH
538,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,270,0.387,0.357,0.345,19.0376569,25.31380753,27.82426778,24.05857741,% INH
539,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,300,0.338,0.401,0.301,29.28870293,16.10878661,37.0292887,27.47559275,% INH
540,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,15,0.185,0.162,0.157,61.29707113,66.10878661,67.15481172,64.85355649,% INH
541,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,30,0.186,0.204,0.17,61.08786611,57.32217573,64.43514644,60.94839609,% INH
542,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,60,0.189,0.186,0.322,60.46025105,61.08786611,32.63598326,51.39470014,% INH
543,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,90,0.212,0.214,0.191,55.64853556,55.23012552,60.041841,56.9735007,% INH
544,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,120,0.229,0.161,0.309,52.09205021,66.31799163,35.35564854,51.25523013,% INH
545,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,150,0.175,0.172,0.166,63.38912134,64.0167364,65.27196653,64.22594142,% INH
546,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,180,0.215,0.19,0.181,55.0209205,60.25104603,62.13389121,59.13528591,% INH
547,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,210,0.211,0.175,0.173,55.85774059,63.38912134,63.80753138,61.0181311,% INH
548,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,240,0.231,0.168,0.176,51.67364017,64.85355649,63.17991632,59.90237099,% INH
549,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,270,0.23,0.27,0.238,51.88284519,43.51464435,50.20920502,48.53556485,% INH
550,Clitoria_ternatea,5,Flavonoides (DPPH),60,1_20,Agua50_ETA50,300,0.17,0.161,0.247,64.43514644,66.31799163,48.32635983,59.69316597,% INH
551,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,15,0.153,0.207,0.173,67.9916318,56.69456067,63.80753138,62.83124128,% INH
552,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,30,0.182,0.2,0.198,61.92468619,58.15899582,58.57740586,59.55369596,% INH
553,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,60,0.185,0.207,0.179,61.29707113,56.69456067,62.55230126,60.18131102,% INH
554,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,90,0.187,0.21,0.187,60.87866109,56.06694561,60.87866109,59.27475593,% INH
555,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,120,0.217,0.25,0.203,54.60251046,47.69874477,57.53138075,53.27754533,% INH
556,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,150,0.22,0.22,0.207,53.9748954,53.9748954,56.69456067,54.88145049,% INH
557,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,180,0.226,0.234,0.25,52.71966527,51.0460251,47.69874477,50.48814505,% INH
558,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,210,0.327,0.384,0.222,31.58995816,19.66527197,53.55648536,34.93723849,% INH
559,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,240,0.24,0.292,0.235,49.79079498,38.91213389,50.83682008,46.51324965,% INH
560,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,270,0.375,0.207,0.206,21.54811715,56.69456067,56.90376569,45.0488145,% INH
561,Clitoria_ternatea,6,Flavonoides (DPPH),75,1_20,Agua50_ETA50,300,0.267,0.239,0.315,44.14225941,50,34.10041841,42.74755927,% INH
562,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,15,0.298,0.297,0.308,37.65690377,37.86610879,35.56485356,37.0292887,% INH
563,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,30,0.248,0.25,0.286,48.11715481,47.69874477,40.16736402,45.32775453,% INH
564,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,60,0.195,0.216,0.257,59.20502092,54.81171548,46.23430962,53.41701534,% INH
565,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,90,0.244,0.255,0.303,48.9539749,46.65271967,36.61087866,44.07252441,% INH
566,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,120,0.174,0.187,0.247,63.59832636,60.87866109,48.32635983,57.60111576,% INH
567,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,150,0.248,0.241,0.355,48.11715481,49.58158996,25.73221757,41.14365411,% INH
568,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,180,0.169,0.178,0.319,64.64435146,62.76150628,33.26359833,53.55648536,% INH
569,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,210,0.17,0.167,0.168,64.43514644,65.06276151,64.85355649,64.78382148,% INH
570,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,240,0.197,0.192,0.386,58.78661088,59.83263598,19.24686192,45.9553696,% INH
571,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,270,0.213,0.188,0.254,55.43933054,60.66945607,46.86192469,54.32357043,% INH
572,Clitoria_ternatea,7,Flavonoides (DPPH),60,1_20,Agua100,300,0.163,0.163,0.161,65.89958159,65.89958159,66.31799163,66.0390516,% INH
573,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,15,0.176,0.173,0.173,63.17991632,63.80753138,63.80753138,63.59832636,% INH
574,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,30,0.225,0.177,0.179,52.92887029,62.9707113,62.55230126,59.48396095,% INH
575,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,60,0.168,0.173,0.174,64.85355649,63.80753138,63.59832636,64.08647141,% INH
576,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,90,0.193,0.18,0.175,59.62343096,62.34309623,63.38912134,61.78521618,% INH
577,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,120,0.177,0.17,0.171,62.9707113,64.43514644,64.22594142,63.87726639,% INH
578,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,150,0.175,0.183,0.198,63.38912134,61.71548117,58.57740586,61.22733612,% INH
579,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,180,0.161,0.18,0.161,66.31799163,62.34309623,66.31799163,64.9930265,% INH
580,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,210,0.219,0.198,0.291,54.18410042,58.57740586,39.12133891,50.62761506,% INH
581,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,240,0.18,0.182,0.192,62.34309623,61.92468619,59.83263598,61.36680614,% INH
582,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,270,0.179,0.192,0.268,62.55230126,59.83263598,43.93305439,55.43933054,% INH
583,Clitoria_ternatea,8,Flavonoides (DPPH),75,1_20,Agua100,300,0.196,0.192,0.233,58.9958159,59.83263598,51.25523013,56.69456067,% INH
584,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,15,0.085,0.107,0.123,82.21757322,77.61506276,74.26778243,78.0334728,% INH
585,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,30,0.092,0.111,0.132,80.75313808,76.77824268,72.38493724,76.63877266,% INH
586,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,60,0.104,0.115,0.122,78.24267782,75.94142259,74.47698745,76.22036262,% INH
587,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,90,0.092,0.102,0.122,80.75313808,78.66108787,74.47698745,77.9637378,% INH
588,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,120,0.098,0.094,0.124,79.49790795,80.33472803,74.05857741,77.9637378,% INH
589,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,150,0.097,0.108,0.106,79.70711297,77.40585774,77.82426778,78.31241283,% INH
590,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,180,0.104,0.111,0.128,78.24267782,76.77824268,73.22175732,76.08089261,% INH
591,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,210,0.094,0.119,0.114,80.33472803,75.10460251,76.15062762,77.19665272,% INH
592,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,240,0.106,0.119,0.151,77.82426778,75.10460251,68.41004184,73.77963738,% INH
593,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,270,0.1,0.107,0.123,79.07949791,77.61506276,74.26778243,76.9874477,% INH
594,Clitoria_ternatea,9,Flavonoides (DPPH),67.5,1_30,Agua50_ETA50,300,0.11,0.111,0.117,76.9874477,76.77824268,75.52301255,76.42956764,% INH
595,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,15,0.26,0.266,0.246,45.60669456,44.35146444,48.53556485,46.16457462,% INH
596,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,30,0.275,0.282,0.283,42.46861925,41.0041841,40.79497908,41.42259414,% INH
597,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,60,0.368,0.382,0.262,23.0125523,20.08368201,45.18828452,29.42817294,% INH
598,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,90,0.312,0.398,0.278,34.72803347,16.73640167,41.84100418,31.10181311,% INH
599,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,120,0.353,0.423,0.283,26.15062762,11.50627615,40.79497908,26.15062762,% INH
600,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,150,0.262,0.402,0.266,45.18828452,15.89958159,44.35146444,35.14644351,% INH
601,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,180,0.302,0.375,0.252,36.82008368,21.54811715,47.28033473,35.21617852,% INH
602,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,210,0.329,0.446,0.313,31.17154812,6.694560669,34.51882845,24.12831241,% INH
603,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,240,0.266,0.436,0.339,44.35146444,8.786610879,29.07949791,27.40585774,% INH
604,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,270,0.343,0.406,0.263,28.24267782,15.06276151,44.9790795,29.42817294,% INH
605,Clitoria_ternatea,10,Flavonoides (DPPH),67.5,1_10,Agua50_ETA50,300,0.291,0.365,0.269,39.12133891,23.64016736,43.72384937,35.49511855,% INH
606,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,15,0.245,0.253,0.267,48.74476987,47.07112971,44.14225941,46.65271967,% INH
607,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,30,0.232,0.203,0.229,51.46443515,57.53138075,52.09205021,53.69595537,% INH
608,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,60,0.266,0.248,0.256,44.35146444,48.11715481,46.44351464,46.30404463,% INH
609,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,90,0.249,0.246,0.264,47.90794979,48.53556485,44.76987448,47.07112971,% INH
610,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,120,0.252,0.186,0.238,47.28033473,61.08786611,50.20920502,52.85913529,% INH
611,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,150,0.253,0.236,0.23,47.07112971,50.62761506,51.88284519,49.86052999,% INH
612,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,180,0.21,0.186,0.226,56.06694561,61.08786611,52.71966527,56.62482566,% INH
613,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,210,0.26,0.192,0.293,45.60669456,59.83263598,38.70292887,48.0474198,% INH
614,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,240,0.27,0.225,0.272,43.51464435,52.92887029,43.09623431,46.51324965,% INH
615,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,270,0.237,0.235,0.223,50.41841004,50.83682008,53.34728033,51.53417015,% INH
616,Clitoria_ternatea,11,Flavonoides (DPPH),67.5,1_30,Agua100,300,0.244,0.197,0.16,48.9539749,58.78661088,66.52719665,58.08926081,% INH
617,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,15,0.213,0.284,0.215,55.43933054,40.58577406,55.0209205,50.34867503,% INH
618,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,30,0.314,0.343,0.37,34.30962343,28.24267782,22.59414226,28.38214784,% INH
619,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,60,0.274,0.284,0.29,42.67782427,40.58577406,39.33054393,40.86471409,% INH
620,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,90,0.33,0.434,0.343,30.9623431,9.205020921,28.24267782,22.80334728,% INH
621,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,120,0.275,0.393,0.373,42.46861925,17.78242678,21.9665272,27.40585774,% INH
622,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,150,0.366,0.275,0.262,23.43096234,42.46861925,45.18828452,37.0292887,% INH
623,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,180,0.378,0.28,0.285,20.92050209,41.42259414,40.37656904,34.23988842,% INH
624,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,210,0.336,0.255,0.261,29.70711297,46.65271967,45.39748954,40.58577406,% INH
625,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,240,0.425,0.396,0.387,11.08786611,17.15481172,19.0376569,15.76011158,% INH
626,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,270,0.378,0.336,0.323,20.92050209,29.70711297,32.42677824,27.68479777,% INH
627,Clitoria_ternatea,12,Flavonoides (DPPH),67.5,1_10,Agua100,300,0.295,0.285,0.272,38.28451883,40.37656904,43.09623431,40.58577406,% INH
628,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,15,0.344,0.235,0.253,28.0334728,50.83682008,47.07112971,41.9804742,% INH
629,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,30,0.34,0.294,0.262,28.87029289,38.49372385,45.18828452,37.51743375,% INH
630,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,60,0.383,0.342,0.333,19.87447699,28.45188285,30.33472803,26.22036262,% INH
631,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,90,0.348,0.327,0.278,27.19665272,31.58995816,41.84100418,33.54253835,% INH
632,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,120,0.234,0.247,0.248,51.0460251,48.32635983,48.11715481,49.16317992,% INH
633,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,150,0.24,0.253,0.305,49.79079498,47.07112971,36.19246862,44.35146444,% INH
634,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,180,0.251,0.37,0.319,47.48953975,22.59414226,33.26359833,34.44909344,% INH
635,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,210,0.319,0.341,0.392,33.26359833,28.66108787,17.9916318,26.63877266,% INH
636,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,240,0.303,0.365,0.266,36.61087866,23.64016736,44.35146444,34.86750349,% INH
637,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,270,0.271,0.333,0.259,43.30543933,30.33472803,45.81589958,39.81868898,% INH
638,Clitoria_ternatea,13,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,300,0.361,0.341,0.366,24.47698745,28.66108787,23.43096234,25.52301255,% INH
639,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,15,0.233,0.3,0.19,51.25523013,37.23849372,60.25104603,49.58158996,% INH
640,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,30,0.338,0.33,0.289,29.28870293,30.9623431,39.53974895,33.26359833,% INH
641,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,60,0.285,0.217,0.219,40.37656904,54.60251046,54.18410042,49.72105997,% INH
642,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,90,0.368,0.41,0.407,23.0125523,14.22594142,14.85355649,17.36401674,% INH
643,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,120,0.319,0.21,0.174,33.26359833,56.06694561,63.59832636,50.9762901,% INH
644,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,150,0.23,0.27,0.422,51.88284519,43.51464435,11.71548117,35.70432357,% INH
645,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,180,0.324,0.348,0.378,32.21757322,27.19665272,20.92050209,26.77824268,% INH
646,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,210,0.277,0.374,0.418,42.05020921,21.75732218,12.55230126,25.45327755,% INH
647,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,240,0.328,0.41,0.411,31.38075314,14.22594142,14.0167364,19.87447699,% INH
648,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,270,0.223,0.417,0.397,53.34728033,12.76150628,16.94560669,27.68479777,% INH
649,Clitoria_ternatea,14,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,300,0.241,0.244,0.18,49.58158996,48.9539749,62.34309623,53.62622036,% INH
650,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,15,0,0,0,100,100,100,100,% INH
651,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,30,0,0,0,100,100,100,100,% INH
652,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,60,0,0,0,100,100,100,100,% INH
653,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,90,0,0,0,100,100,100,100,% INH
654,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,120,0,0,0,100,100,100,100,% INH
655,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,150,0,0,0,100,100,100,100,% INH
656,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,180,0,0,0,100,100,100,100,% INH
657,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,210,0,0,0,100,100,100,100,% INH
658,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,240,0,0,0,100,100,100,100,% INH
659,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,270,0,0,0,100,100,100,100,% INH
660,Clitoria_ternatea,15,Flavonoides (DPPH),67.5,1_20,Agua75_ETA25,300,0,0,0,100,100,100,100,% INH
