id_registro,flor,id_cinetica,compuesto,T_C,relacion,disolvente,tiempo_min,A_band1,A_band2,A_band3,conc_band1,conc_band2,conc_band3,conc_promedio,metrica_conc
371,Clitoria_ternatea,4,Flavonoides (ABTS),75,1_10,Agua75_ETA25,210,0.824,0.352,0.614,14.69979296,63.5610766,36.4389234,38.23326432,% INH
372,Clitoria_ternatea,4,Flavonoides (ABTS),75,1_10,Agua75_ETA25,240,0.498,0.56,0.715,48.44720497,42.02898551,25.98343685,38.81987578,% INH
373,Clitoria_ternatea,4,Flavonoides (ABTS),75,1_10,Agua75_ETA25,270,0.553,0.53,0.683,42.75362319,45.13457557,29.29606625,39.06142167,% INH
374,Clitoria_ternatea,4,Flavonoides (ABTS),75,1_10,Agua75_ETA25,300,0.728,0.732,0.515,24.63768116,24.22360248,46.6873706,31.84955141,% INH
375,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,15,0.895,0.83,0.839,8.267851042,14.92996242,14.00751623,12.40177656,% INH
376,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,30,0.817,0.802,0.856,16.26238469,17.79979501,12.26511787,15.44243252,% INH
377,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,60,0.671,0.787,0.793,31.22651179,19.33720533,18.7222412,23.09531944,% INH
378,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,90,0.807,0.782,0.776,17.28732491,19.84967544,20.46463956,19.20054663,% INH
379,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,120,0.779,0.811,0.774,20.1571575,16.87734882,20.66962761,19.23471131,% INH
380,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,150,0.804,0.706,0.789,17.59480697,27.63922105,19.13221729,21.4554151,% INH
381,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,180,0.737,0.811,0.81,24.46190639,16.87734882,16.97984284,19.43969935,% INH
382,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,210,0.832,0.817,0.816,14.72497438,16.26238469,16.36487872,15.78407926,% INH
383,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,240,0.801,0.795,0.766,17.90228903,18.51725316,21.48957977,19.30304066,% INH
384,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,270,0.705,0.706,0.73,27.74171507,27.63922105,25.17936454,26.85343355,% INH
385,Clitoria_ternatea,5,Flavonoides (ABTS),60,1_20,Agua50_ETA50,300,0.745,0.795,0.817,23.64195422,18.51725316,16.26238469,19.47386402,% INH
386,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,15,0.749,0.743,0.724,23.23197813,23.84694226,25.79432866,24.29108302,% INH
387,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,30,0.773,0.746,0.728,20.77212163,23.5394602,25.38435258,23.23197813,% INH
388,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,60,0.766,0.708,0.679,21.48957977,27.434233,30.40655962,26.44345746,% INH
389,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,90,0.723,0.714,0.676,25.89682269,26.81926888,30.71404168,27.81004441,% INH
390,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,120,0.746,0.73,0.704,23.5394602,25.17936454,27.84420909,25.52101127,% INH
391,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,150,0.732,0.683,0.72,24.97437649,29.99658353,26.20430475,27.05842159,% INH
392,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,180,0.716,0.683,0.626,26.61428083,29.99658353,35.83874274,30.8165357,% INH
393,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,210,0.656,0.574,0.614,32.7639221,41.16843184,37.06867099,37.00034165,% INH
394,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,240,0.723,0.678,0.709,25.89682269,30.50905364,27.33173898,27.91253844,% INH
395,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,270,0.711,0.705,0.644,27.12675094,27.74171507,33.99385036,29.62077212,% INH
396,Clitoria_ternatea,6,Flavonoides (ABTS),75,1_20,Agua50_ETA50,300,0.692,0.654,0.659,29.07413734,32.96891015,32.45644004,31.49982918,% INH
397,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,15,0.963,0.967,0.967,4.274353877,3.876739563,3.876739563,4.009277667,% INH
398,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,30,0.941,0.929,0.946,6.461232604,7.654075547,5.964214712,6.693174288,% INH
399,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,60,0.907,0.955,0.903,9.840954274,5.069582505,10.23856859,8.383035123,% INH
400,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,90,0.877,0.937,0.914,12.82306163,6.858846918,9.145129225,9.609012591,% INH
401,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,120,0.879,0.88,0.934,12.62425447,12.52485089,7.157057654,10.76872101,% INH
402,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,150,0.862,0.845,0.878,14.31411531,16.00397614,12.72365805,14.34724983,% INH
403,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,180,0.843,0.911,0.819,16.2027833,9.44333996,18.58846918,14.74486415,% INH
404,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,210,0.903,0.819,0.844,10.23856859,18.58846918,16.10337972,14.97680583,% INH
405,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,240,0.842,0.864,0.77,16.30218688,14.11530815,23.45924453,17.95891319,% INH
406,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,270,0.841,0.915,0.827,16.40159046,9.045725646,17.79324056,14.41351889,% INH
407,Clitoria_ternatea,7,Flavonoides (ABTS),60,1_20,Agua100,300,0.875,0.844,0.866,13.02186879,16.10337972,13.91650099,14.34724983,% INH
408,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,15,0.742,0.819,0.892,26.24254473,18.58846918,11.33200795,18.72100729,% INH
409,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,30,0.79,0.795,0.794,21.47117296,20.97415507,21.07355865,21.17296223,% INH
410,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,60,0.905,0.848,0.785,10.03976143,15.70576541,21.96819085,15.90457256,% INH
411,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,90,0.819,0.846,0.86,18.58846918,15.90457256,14.51292247,16.3353214,% INH
412,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,120,0.825,0.842,0.818,17.99204771,16.30218688,18.68787276,17.66070245,% INH
413,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,150,0.831,0.877,0.91,17.39562624,12.82306163,9.542743539,13.25381047,% INH
414,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,180,0.814,0.979,0.948,19.08548708,2.68389662,5.765407555,9.178263751,% INH
415,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,210,0.802,0.803,0.834,20.27833002,20.17892644,17.09741551,19.18489066,% INH
416,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,240,0.853,0.83,0.777,15.20874751,17.49502982,22.76341948,18.48906561,% INH
417,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,270,0.913,0.872,0.901,9.244532803,13.32007952,10.43737575,11.00066269,% INH
418,Clitoria_ternatea,8,Flavonoides (ABTS),75,1_20,Agua100,300,0.829,0.801,0.891,17.5944334,20.3777336,11.43141153,16.46785951,% INH
419,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,15,0.907,0.894,0.9,15.75851393,16.96594427,16.40866873,16.37770898,% INH
420,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,30,0.925,0.912,0.909,14.08668731,15.29411765,15.57275542,14.98452012,% INH
421,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,60,0.904,0.877,0.892,16.0371517,18.54489164,17.15170279,17.24458204,% INH
422,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,90,0.927,0.92,0.876,13.90092879,14.55108359,18.6377709,15.69659443,% INH
423,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,120,0.934,0.919,0.926,13.25077399,14.64396285,13.99380805,13.9628483,% INH
424,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,150,0.929,0.926,0.908,13.71517028,13.99380805,15.66563467,14.45820433,% INH
425,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,180,0.92,0.916,0.92,14.55108359,14.92260062,14.55108359,14.6749226,% INH
426,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,210,0.935,0.938,0.906,13.15789474,12.87925697,15.85139319,13.9628483,% INH
427,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,240,0.938,0.924,0.87,12.87925697,14.17956656,19.19504644,15.41795666,% INH
428,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,270,0.928,0.905,0.907,13.80804954,15.94427245,15.75851393,15.17027864,% INH
429,Clitoria_ternatea,9,Flavonoides (ABTS),67.5,1_30,Agua50_ETA50,300,0.883,0.927,0.916,17.9876161,13.90092879,14.92260062,15.60371517,% INH
430,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,15,0.671,0.742,0.643,37.67801858,31.08359133,40.27863777,36.34674923,% INH
431,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,30,0.665,0.649,0.678,38.23529412,39.72136223,37.02786378,38.32817337,% INH
432,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,60,0.737,0.602,0.66,31.54798762,44.08668731,38.6996904,38.11145511,% INH
433,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,90,0.676,0.665,0.727,37.21362229,38.23529412,32.47678019,35.9752322,% INH
434,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,120,0.654,0.647,0.665,39.25696594,39.90712074,38.23529412,39.13312693,% INH
435,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,150,0.675,0.708,0.538,37.30650155,34.24148607,50.03095975,40.52631579,% INH
436,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,180,0.629,0.651,0.685,41.57894737,39.53560372,36.37770898,39.16408669,% INH
437,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,210,0.659,0.709,0.573,38.79256966,34.14860681,46.78018576,39.90712074,% INH
438,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,240,0.671,0.691,0.673,37.67801858,35.82043344,37.49226006,36.99690402,% INH
439,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,270,0.676,0.704,0.813,37.21362229,34.6130031,24.48916409,32.10526316,% INH
440,Clitoria_ternatea,10,Flavonoides (ABTS),67.5,1_10,Agua50_ETA50,300,0.632,0.761,0.731,41.3003096,29.31888545,32.10526316,34.24148607,% INH
441,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,15,1.026,1.019,1.055,3.7222396,4.379105411,1.00093838,3.034094464,% INH
442,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,30,0.982,1.008,1.028,7.851110416,5.411323115,3.534563653,5.598999062,% INH
443,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,60,0.944,0.949,0.972,11.41695339,10.94776353,8.789490147,10.38473569,% INH
444,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,90,0.947,0.935,0.944,11.13543947,12.26149515,11.41695339,11.60462934,% INH
445,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,120,0.924,0.982,0.964,13.29371286,7.851110416,9.540193932,10.22833907,% INH
446,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,150,0.967,1.033,0.979,9.258680013,3.065373788,8.132624335,6.818892712,% INH
447,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,180,0.892,0.991,0.997,16.29652799,7.006568658,6.44354082,9.915545824,% INH
448,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,210,0.942,0.964,1.019,11.60462934,9.540193932,4.379105411,8.507976228,% INH
449,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,240,0.966,0.929,0.942,9.352517986,12.82452299,11.60462934,11.26055677,% INH
450,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,270,0.923,1.01,0.971,13.38755083,5.223647169,8.88332812,9.164842039,% INH
451,Clitoria_ternatea,11,Flavonoides (ABTS),67.5,1_30,Agua100,300,0.923,0.921,0.963,13.38755083,13.57522678,9.634031905,12.1989365,% INH
452,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,15,0.835,0.832,0.812,21.64529246,21.92680638,23.80356584,22.4585549,% INH
453,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,30,0.787,0.735,0.743,26.14951517,31.02908977,30.27838599,29.15233031,% INH
454,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,60,0.574,0.71,0.746,46.13700344,33.3750391,29.99687207,36.50297154,% INH
455,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,90,0.731,0.721,0.806,31.40444166,32.3428214,24.36659368,29.37128558,% INH
456,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,120,0.794,0.721,0.655,25.49264936,32.3428214,38.53612762,32.12386612,% INH
457,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,150,0.766,0.803,0.701,28.12011261,24.6481076,34.21958086,28.99593369,% INH
458,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,180,0.779,0.773,0.762,26.90021896,27.46324679,28.4954645,27.61964342,% INH
459,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,210,0.77,0.715,0.807,27.74476071,32.90584923,24.27275571,28.30778855,% INH
460,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,240,0.79,0.69,0.748,25.86800125,35.25179856,29.80919612,30.30966531,% INH
461,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,270,0.761,0.798,0.818,28.58930247,25.11729747,23.240538,25.64904598,% INH
462,Clitoria_ternatea,12,Flavonoides (ABTS),67.5,1_10,Agua100,300,0.734,0.818,0.799,31.12292774,23.240538,25.02345949,26.46230841,% INH
463,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,15,0.926,0.884,0.818,8.498023715,12.64822134,19.16996047,13.43873518,% INH
464,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,30,0.899,0.878,0.836,11.16600791,13.24110672,17.39130435,13.93280632,% INH
465,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,60,0.872,0.847,0.864,13.83399209,16.30434783,14.62450593,14.92094862,% INH
466,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,90,0.878,0.872,0.874,13.24110672,13.83399209,13.63636364,13.57048748,% INH
467,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,120,0.865,0.786,0.788,14.5256917,22.33201581,22.13438735,19.66403162,% INH
468,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,150,0.859,0.841,0.848,15.11857708,16.8972332,16.2055336,16.07378129,% INH
469,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,180,0.86,0.833,0.893,15.01976285,17.68774704,11.75889328,14.82213439,% INH
470,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,210,0.824,0.943,0.902,18.5770751,6.818181818,10.86956522,12.08827404,% INH
471,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,240,0.837,0.809,0.707,17.29249012,20.05928854,30.13833992,22.49670619,% INH
472,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,270,0.892,0.479,0.714,11.85770751,52.66798419,29.44664032,31.32411067,% INH
473,Clitoria_ternatea,13,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,300,0.883,0.845,0.801,12.74703557,16.50197628,20.84980237,16.69960474,% INH
474,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,15,0.882,0.844,0.812,12.8458498,16.60079051,19.76284585,16.40316206,% INH
475,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,30,0.866,0.83,0.861,14.42687747,17.98418972,14.92094862,15.7773386,% INH
476,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,60,0.866,0.867,0.832,14.42687747,14.32806324,17.78656126,15.51383399,% INH
477,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,90,0.855,0.828,0.843,15.51383399,18.18181818,16.69960474,16.79841897,% INH
478,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,120,0.865,0.841,0.799,14.5256917,16.8972332,21.04743083,17.49011858,% INH
479,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,150,0.857,0.85,0.908,15.31620553,16.00790514,10.27667984,13.86693017,% INH
480,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,180,0.873,0.831,0.859,13.73517787,17.88537549,15.11857708,15.57971014,% INH
481,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,210,0.868,0.835,0.859,14.22924901,17.49011858,15.11857708,15.61264822,% INH
482,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,240,0.84,0.858,0.82,16.99604743,15.2173913,18.97233202,17.06192358,% INH
483,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,270,0.872,0.805,0.836,13.83399209,20.45454545,17.39130435,17.22661397,% INH
484,Clitoria_ternatea,14,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,300,0.851,0.8,0.814,15.90909091,20.9486166,19.56521739,18.80764163,% INH
485,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,15,0.86,0.902,0.883,20.89895013,16.76509186,18.6351706,18.7664042,% INH
486,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,30,0.863,0.866,0.857,20.60367454,20.30839895,21.19422572,20.70209974,% INH
487,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,60,0.913,0.863,0.841,15.6824147,20.60367454,22.76902887,19.68503937,% INH
488,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,90,0.834,0.908,0.832,23.45800525,16.17454068,23.65485564,21.09580052,% INH
489,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,120,0.799,0.828,0.802,26.90288714,24.04855643,26.60761155,25.85301837,% INH
490,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,150,0.835,0.905,0.86,23.35958005,16.46981627,20.89895013,20.24278215,% INH
491,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,180,0.88,0.869,0.823,18.93044619,20.01312336,24.54068241,21.16141732,% INH
492,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,210,0.805,0.814,0.853,26.31233596,25.42650919,21.58792651,24.44225722,% INH
493,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,240,0.837,0.818,0.828,23.16272966,25.0328084,24.04855643,24.08136483,% INH
494,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,270,0.792,0.812,0.867,27.59186352,25.62335958,20.20997375,24.47506562,% INH
495,Clitoria_ternatea,15,Flavonoides (ABTS),67.5,1_20,Agua75_ETA25,300,0.875,0.861,0.909,19.42257218,20.80052493,16.07611549,18.7664042,% INH
496,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,15,0.195,0.23,0.199,59.20502092,51.88284519,58.36820084,56.48535565,% INH
497,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,30,0.227,0.192,0.198,52.51046025,59.83263598,58.57740586,56.9735007,% INH
498,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,60,0.241,0.206,0.249,49.58158996,56.90376569,47.90794979,51.46443515,% INH
499,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,90,0.225,0.218,0.159,52.92887029,54.39330544,66.73640167,58.0195258,% INH
500,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,120,0.23,0.2,0.193,51.88284519,58.15899582,59.62343096,56.55509066,% INH
501,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,150,0.231,0.335,0.242,51.67364017,29.91631799,49.37238494,43.65411437,% INH
502,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,180,0.173,0.196,0.156,63.80753138,58.9958159,67.36401674,63.38912134,% INH
503,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,210,0.194,0.244,0.23,59.41422594,48.9539749,51.88284519,53.41701534,% INH
504,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,240,0.225,0.343,0.264,52.92887029,28.24267782,44.76987448,41.9804742,% INH
505,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,270,0.163,0.184,0.176,65.89958159,61.50627615,63.17991632,63.52859135,% INH
506,Clitoria_ternatea,1,Flavonoides (DPPH),60,1_30,Agua75_ETA25,300,0.214,0.349,0.189,55.23012552,26.9874477,60.46025105,47.55927476,% INH
507,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,15,0.376,0.26,0.317,21.33891213,45.60669456,33.68200837,33.54253835,% INH
508,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,30,0.285,0.177,0.196,40.37656904,62.9707113,58.9958159,54.11436541,% INH
509,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,60,0.219,0.209,0.197,54.18410042,56.27615063,58.78661088,56.41562064,% INH
510,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,90,0.271,0.264,0.317,43.30543933,44.76987448,33.68200837,40.58577406,% INH
511,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,120,0.232,0.211,0.195,51.46443515,55.85774059,59.20502092,55.50906555,% INH
512,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,150,0.368,0.256,0.373,23.0125523,46.44351464,21.9665272,30.47419805,% INH
513,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,180,0.304,0.181,0.238,36.40167364,62.13389121,50.20920502,49.58158996,% INH
514,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,210,0.216,0.233,0.248,54.81171548,51.25523013,48.11715481,51.39470014,% INH
515,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,240,0.367,0.262,0.357,23.22175732,45.18828452,25.31380753,31.24128312,% INH
516,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,270,0.323,0.19,0.219,32.42677824,60.25104603,54.18410042,48.9539749,% INH
517,Clitoria_ternatea,2,Flavonoides (DPPH),75,1_30,Agua75_ETA25,300,0.478,0.506,0.288,1.16132E-14,-5.857740586,39.74895397,11.29707113,% INH
518,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,15,0.157,0.207,0.195,67.15481172,56.69456067,59.20502092,61.0181311,% INH
519,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,30,0.272,0.22,0.247,43.09623431,53.9748954,48.32635983,48.46582985,% INH
520,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,60,0.309,0.274,0.219,35.35564854,42.67782427,54.18410042,44.07252441,% INH
521,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,90,0.264,0.264,0.21,44.76987448,44.76987448,56.06694561,48.53556485,% INH
522,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,120,0.235,0.289,0.278,50.83682008,39.53974895,41.84100418,44.07252441,% INH
523,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,150,0.216,0.278,0.269,54.81171548,41.84100418,43.72384937,46.79218968,% INH
524,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,180,0.215,0.267,0.256,55.0209205,44.14225941,46.44351464,48.53556485,% INH
525,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,210,0.212,0.392,0.342,55.64853556,17.9916318,28.45188285,34.0306834,% INH
526,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,240,0.206,0.261,0.252,56.90376569,45.39748954,47.28033473,49.86052999,% INH
527,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,270,0.211,0.255,0.252,55.85774059,46.65271967,47.28033473,49.93026499,% INH
528,Clitoria_ternatea,3,Flavonoides (DPPH),60,1_10,Agua75_ETA25,300,0.341,0.764,0.269,28.66108787,-59.83263598,43.72384937,4.184100418,% INH
529,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,15,0.306,0.649,0.239,35.9832636,-35.77405858,50,16.73640167,% INH
530,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,30,0.302,0.335,0.238,36.82008368,29.91631799,50.20920502,38.9818689,% INH
531,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,60,0.293,0.35,0.275,38.70292887,26.77824268,42.46861925,35.9832636,% INH
532,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,90,0.321,0.343,0.307,32.84518828,28.24267782,35.77405858,32.28730823,% INH
533,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,120,0.222,0.357,0.324,53.55648536,25.31380753,32.21757322,37.0292887,% INH
534,Clitoria_ternatea,4,Flavonoides (DPPH),75,1_10,Agua75_ETA25,150,0.343,0.329,0.314,28.24267782,31.17154812,34.30962343,31.24128312,% INH
